	Wikipedia movie ID	Movie name	Release date	Box office revenue	Year	Week	Dominant_category
95	20393685	Secrets	1924-03-24		1924	13	family
96	3475071	The Program	1993-09-24	23032565.0	1993	38	children
97	2450188	Flesh	1968-12-16		1968	51	death
98	44218	San Francisco	1936-06-26	2868000.0	1936	26	home
99	1135297	13 Ghosts	1960-08-05		1960	31	home
100	17024723	The Book of Stars	1999-06-06		1999	22	death
101	9215946	Movie Movie	1978-11-01		1978	44	children
102	7014201	Ernest Goes to School	1994-12-14		1994	50	party
103	7752732	The Comebacks	2007-10-19	13539154.0	2007	42	party
104	21209475	British Agent	1934-09-15		1934	37	kill
105	3210963	Slapstick of Another Kind	1984-03-02		1984	9	family
106	9086301	Goldie	1931-06-28		1931	26	children
107	1307956	Stage Beauty	2004-05-08	2153070.0	2004	19	children
108	2216254	Jefferson in Paris	1995-03-31	2473668.0	1995	13	family
109	28530363	The Way	2010-09-10	4430765.0	2010	36	death
110	29499560	Dawn of the Mummy	1981-12-11		1981	50	death
111	2524925	The Land Before Time III: The Time of the Great Giving	1995-12-15		1995	50	children
112	1964091	Next	2007-04-25	76066841.0	2007	17	crime
113	7985961	The Other Side of the Door	1916-01-06		1916	1	crime
114	6721185	Go Fish	1994-06-10	2408311.0	1994	23	home
115	3917900	The Contract	2006-04-05	5549200.0	2006	14	kill
116	1028671	Devil's Playground	2003-02-04		2003	6	children
117	1378672	Ordinary Decent Criminal	2000-01-07		2000	1	crime
118	1641416	A Wild Hare	1940-07-27		1940	30	traveling
119	22358819	Clash of the Titans	2010-03-26	493214993.0	2010	12	kill
120	1748912	The Killers	1964-05-30		1964	22	negative_emotion
121	706803	G.I. Jane	1997-08-22	97169156.0	1997	34	kill
122	1851703	Snow Falling on Cedars	1999-09-12	23049593.0	1999	36	crime
123	5363369	Yanks	1979-09-01		1979	35	wedding
124	7266768	Meet Wally Sparks	1997-01-16		1997	3	party
125	444919	The Redhead from Wyoming	1953-01-08	1100000.0	1953	2	death
126	3670013	Harlow	1965-06-23	1000000.0	1965	25	family
127	2298689	Coney Island Baby	2003-04-12		2003	15	wedding
128	24300269	Track 29	1988-07-12	429028.0	1988	28	family
129	6613755	Bloodfist II	1990-10-12		1990	41	party
130	28010827	Open Season 3	2010-01-25	7399925.0	2010	4	traveling
131	14710585	Tanya's Island	1980-12-05		1980	49	negative_emotion
132	6973699	And God Created Woman	1988-03-18	717376.0	1988	11	family
133	7281088	Monster Dog	1984-01-01		1984	52	home
134	23028763	The Golden Spiders: A Nero Wolfe Mystery	2000-03-05		2000	9	children
135	12632216	The Two Worlds of Jenny Logan	1979-10-31		1979	44	death
136	33096336	Jeff, Who Lives at Home	2011-09-14	4269426.0	2011	37	family
137	26068632	The Final Cut	1996-06-20		1996	25	crime
138	7521477	Betty Boop's May Party	1933-05-12		1933	19	party
139	24207129	A Single Man	2009-09-11	24964890.0	2009	37	party
140	22365569	Recovered: Journeys Through the Autism Spectrum and Back	2008-04-25		2008	17	children
141	7280802	Wolfman	1979-09-20		1979	38	family
142	1533733	The Mortal Storm	1940-06-14		1940	24	family
143	4572965	Hostel 2	2007-06-07	35619521.0	2007	23	traveling
144	24051028	No Time for Sergeants	1958-05-29		1958	22	traveling
145	14734420	Pies and Guys	1958-06-12		1958	24	crime
146	17711304	Rendezvous	1935-10-24		1935	43	traveling
147	25075517	If Winter Comes	1947-12-31		1947	1	family
148	34319106	The East	2013-05-31		2013	22	traveling
149	20695060	Pink Suds	1979-12-19		1979	51	children
150	28388755	Nice Guy Johnny	2010-10-26		2010	43	family
151	5884079	Bangkok Dangerous	2008-08-22	82486154.0	2008	34	crime
152	1781048	Charro!	1969-03-13		1969	11	negative_emotion
153	399402	Cinderella	1950-02-15	85000000.0	1950	7	family
154	22224559	The Last Song	2010-03-31	89041656.0	2010	13	family
155	1222278	Vincent	1982-01-01		1982	53	children
156	13726036	Fatty's Plucky Pup	1915-06-28		1915	26	children
157	23346792	Die Jungfrau auf dem Dach	1954-01-13		1954	2	home
158	7844547	Sleeping Beauties	1999-06-10		1999	23	family
159	4836072	My Fair Lady	1964-10-21	72000000.0	1964	43	children
160	2121431	The House of Yes	1997-10-10	626057.0	1997	41	home
161	7323666	Gift Wrapped	1952-02-16		1952	7	party
162	21426256	Maurie	1973-08-01		1973	31	negative_emotion
163	11361551	Brother Orchid	1940-06-08		1940	23	family
164	1132138	It's a Very Merry Muppet Christmas Movie	2002-11-29		2002	48	party
165	736262	The Sure Thing	1985-03-01	18135531.0	1985	9	traveling
166	24048171	Marie and Bruce	2005-11-15		2005	46	family
167	5240350	Big Bad Mama	1974-09-19	4000000.0	1974	38	crime
168	20138604	Old Sequoia	1945-12-21		1945	51	crime
169	24292756	Eyes of a Stranger	1981-02-11		1981	7	crime
170	17839776	The Red Lily	1924-09-08		1924	37	family
171	12095072	House of Cards	1993-06-25	322871.0	1993	25	family
172	24021186	Melody	1953-05-28		1953	22	family
173	249406	Holiday Inn	1942-08-04		1942	32	traveling
174	7153927	Puppet Master 5: The Final Chapter	1994-09-21		1994	38	traveling
175	7544443	Tomorrow is Forever	1946-02-20		1946	8	family
176	27383563	Looper	2012-09-28	136513833.0	2012	39	kill
177	30975925	Lady Cocoa	1975-12-01		1975	49	children
178	36406869	Sella Turcica	2010-10-13		2010	41	home
179	3389311	Cadence	1990-11-16		1990	46	crime
180	5565338	Stroker Ace	1983-07-01	13000000.0	1983	26	party
181	6244632	Crossover	2006-09-01	7009668.0	2006	35	traveling
182	6183212	Towed in a Hole	1932-12-31		1932	52	traveling
183	10990102	The Left Handed Gun	1958-05-07		1958	19	kill
184	11144406	They Met in Bombay	1941-06-27		1941	26	crime
185	1231856	For Love of the Game	1999-09-17	46112640.0	1999	37	traveling
186	36036213	Buried Alive	1990-05-09		1990	19	death
187	934809	Operation Petticoat	1959-12-05		1959	49	wedding
188	1612686	Halloween Resurrection	2002-07-12	37664855.0	2002	28	kill
189	4600837	The Mysterious Dr. Fu Manchu	1929-08-10		1929	32	family
190	77639	The Pride of the Yankees	1942-07-14		1942	29	family
191	5080311	The Badlanders	1958-09-03	2105000.0	1958	36	family
192	23939272	Million Dollar Legs	1932-07-08		1932	27	children
193	5137345	Ninja III: The Domination	1984-09-14		1984	37	death
194	13508675	Blood Rage	1987-06-01		1987	23	family
195	8948959	The Beast of the City	1932-02-13	408000.0	1932	6	crime
196	27695067	The Mystery of Mr. X	1934-02-23		1934	8	crime
197	6057698	A Man Could Get Killed	1966-03-25		1966	12	crime
198	8610844	Three Violent People	1957-02-09	1200000.0	1957	6	family
199	2028217	Inland Empire	2006-12-06	4028293.0	2006	49	children
200	1141059	The Clearing	2004-07-02		2004	27	crime
201	14613957	Rose of the Rancho	1914-11-15	87028.0	1914	46	wedding
202	5682615	Malibu Express	1985-03-01		1985	9	crime
203	16791614	Son of Fury: The Story of Benjamin Blake	1942-01-29		1942	5	children
204	4453753	Begotten	1991-06-05		1991	23	family
205	9943176	The Fighting Sullivans	1944-02-03		1944	5	children
206	3504034	The Mummy's Ghost	1944-07-07		1944	27	traveling
207	1157158	Death to Smoochy	2002-03-29	8382938.0	2002	13	kill
208	24665535	The Box	2007-01-01		2007	1	crime
209	23467297	Perfect Mismatch	2009-07-10		2009	28	family
210	16647548	Fixed Bayonets!	1951-11-21	1450000.0	1951	47	death
211	3028248	Chances Are	1989-03-10	16278590.0	1989	10	children
212	3432108	Eye of the Tiger	1986-11-28		1986	48	crime
213	1341543	Dolemite	1975-04-26		1975	17	children
214	4501185	Universal Soldier: The Return	1999-07-06	10937893.0	1999	27	kill
215	2397783	Maximum Surge	2003-06-23		2003	26	family
216	9594415	The Cat's-Paw	1934-07-30		1934	31	crime
217	5877719	3 Strikes	2000-03-03	9832166.0	2000	9	crime
218	3059075	Brain Donors	1992-04-17	918239.0	1992	16	children
219	142274	The Adventures of Buckaroo Banzai Across the 8th Dimension	1984-08-15	6227998.0	1984	33	crime
220	508985	Afterglow	1997-05-11		1997	19	family
221	26149260	Dylan Dog: Dead of Night	2010-10-26	6734962.0	2010	43	kill
222	1871167	Welcome to Mooseport	2004-02-20	14000000.0	2004	8	wedding
223	18487239	Vice Versa	1988-03-11	13664060.0	1988	10	family
224	10088120	The Seven Little Foys	1955-09-30	4000000.0	1955	39	children
225	1472852	Down and Out in Beverly Hills	1986-01-31	91411255.0	1986	5	family
226	31032524	Walk a Crooked Mile	1948-09-02		1948	36	crime
227	19127891	A Lost Lady	1934-09-26		1934	39	family
228	6846215	Inkheart	2008-12-11	62450361.0	2008	50	family
229	35121944	Alaskan Nights	1930-05-22		1930	21	party
230	418154	Basic Training	1985-11-01		1985	44	children
231	13194784	Gung Ho!	1943-12-20	2176489.0	1943	51	kill
232	780889	Green Fire	1954-12-29		1954	52	negative_emotion
233	31303771	The Glitter Dome	1984-11-18		1984	46	crime
234	780888	Fourteen Hours	1951-03-06		1951	10	home
235	9555242	The Cheetah Girls: One World	2008-08-22		2008	34	party
236	12180811	Fire with Fire	1986-05-09	4636000.0	1986	19	children
237	8167343	The State of Things	1982-03-22		1982	12	traveling
238	11760680	The Last Day of Summer	2007-07-20		2007	29	party
239	28903478	Handsome Harry	2009-04-25		2009	17	traveling
240	2110246	Go Figure	2005-06-10		2005	23	children
241	24708749	Ironclad	2011-03-04		2011	9	kill
242	5566878	Tortilla Soup	2001-08-24	4574762.0	2001	34	family
243	6857245	Roman-Legion Hare	1955-11-12		1955	45	kill
244	3477618	Once Upon a Girl	1976-06-20		1976	25	children
245	11698816	Falling Sky	2002-10-18		2002	42	family
246	4403780	The Great Impostor	1961-02-03		1961	5	crime
247	9057972	Tee for Two	1945-07-21		1945	29	party
248	1480748	House Party 3	1994-01-24	19281235.0	1994	4	children
249	250012	Pale Rider	1985-06-28		1985	26	negative_emotion
250	2023704	The Bone Collector	1999-08-29	151493655.0	1999	34	crime
251	1480747	House Party 2	1991-10-23	19438638.0	1991	43	children
252	683122	Bambi	1942-08-08	267447150.0	1942	32	children
253	17736697	Torch Song	1993-05-23		1993	20	family
254	13210849	Alvarez Kelly	1966-10-01		1966	39	traveling
255	2332364	The Strange Love of Martha Ivers	1946-07-24		1946	30	family
256	9457642	Man Trouble	1992-07-17	4096030.0	1992	29	family
257	18950355	Between Love and Hate	1993-02-22		1993	8	children
258	35784403	Seeds of Arkham	2011-10-11		2011	41	crime
259	73395	The Cheat	1915-12-13		1915	50	wedding
260	25861920	Two Came Back	1997-09-28		1997	39	children
261	29133141	Flirting with Fate	1916-07-09		1916	27	crime
262	37257312	Coincidence	1969-10-04		1969	40	traveling
263	8411320	Anna's Dream	2002-09-20		2002	38	party
264	31519851	Crazy Eyes	2012-03-11		2012	10	family
265	19389678	Forgotten Babies	1933-03-11		1933	10	children
266	12695008	Welcome Home, Roscoe Jenkins	2008-02-08		2008	6	family
267	8219325	Get Smart	2008-06-19	230685453.0	2008	25	kill
268	62688	Foreign Correspondent	1940-08-16	1598435.0	1940	33	crime
269	24739648	Collapse	2009-11-06		2009	45	crime
270	468356	Pieces of April	2003-01-19	3272028.0	2003	3	home
271	570743	Down to Earth	2001-02-12	71186502.0	2001	7	death
272	504242	Serenity	2005-08-22	38869464.0	2005	34	kill
273	129295	Fatal Attraction	1987-09-11	320145693.0	1987	37	home
274	13289421	Delirious	2006-09-26		2006	39	wedding
275	256337	Charlie's Angels: Full Throttle	2003-06-18	259175788.0	2003	25	crime
276	11699443	12:01 PM	1990-01-01		1990	1	negative_emotion
277	933349	The Lost Skeleton of Cadavra	2002-01-24	110536.0	2002	4	kill
278	2894499	The Strange One	1957-04-12		1957	15	negative_emotion
279	11625324	Mannequin	1937-12-14		1937	50	wedding
280	25008319	Death of a Ghost Hunter	2007-10-28		2007	43	home
281	8987889	Rocket Science	2007-08-10	755774.0	2007	32	home
282	1671520	School's Out! The Musical	2005-06-10		2005	23	children
283	21604407	Aduri	2008-05-16		2008	20	death
284	23283544	Granite Hotel	1940-04-26		1940	17	party
285	24631652	Burning Annie	2007-03-20		2007	12	children
286	21132938	The Square	2008-07-31		2008	31	death
287	17058062	A Thousand Years of Good Prayers	2007-09-01		2007	35	children
288	12169608	Ben 10: Secret of the Omnitrix	2007-08-10		2007	32	kill
289	7955522	The Cat in the Hat	1971-03-10		1971	10	party
290	28074095	Larceny on the Air	1937-01-11		1937	2	crime
291	20518783	Niagara Fools	1956-10-22		1956	43	crime
292	18170706	Meerkat Manor: The Story Begins	2008-05-25		2008	21	family
293	9088886	Queen of the Damned	2002-01-10	45479110.0	2002	2	kill
294	6581470	Broadway Damage	1997-08-26		1997	35	wedding
295	24815671	Whiskey School	2005-09-11		2005	36	party
296	3511253	Police Academy 3: Back in Training	1986-03-21	43579163.0	1986	12	party
297	1017172	Red Nightmare	1962-02-11		1962	6	family
298	10387789	The Secret Heart	1946-12-25		1946	52	family
299	5501445	This Happy Feeling	1958-06-18		1958	25	home
300	7024876	Hello Dolly!	1969-12-16	33208099.0	1969	51	wedding
301	580994	The Man in the Gray Flannel Suit	1956-05-08	4350000.0	1956	19	family
302	183828	Sorry, Wrong Number	1948-09-01		1948	36	children
303	35993713	The Fear Inside	1992-08-09		1992	32	family
304	20700559	Miracle on 34th Street	1994-11-18	46264384.0	1994	46	party
305	5329751	A Far Off Place	1993-03-12	12890752.0	1993	10	crime
306	7641358	Man in the Dark	1953-04-09	1450000.0	1953	15	crime
307	27388121	My Friend Flicka	1943-05-26		1943	21	children
308	28958853	The Vigilantes Return	1947-06-01		1947	22	crime
309	5283066	King of the Ants	2003-07-28		2003	31	negative_emotion
310	13201569	The Great Adventures of Wild Bill Hickok	1938-06-30		1938	26	negative_emotion
311	20532977	Stage Hoax	1952-04-21		1952	17	home
312	20629940	Not Easily Broken	2009-01-09	10708890.0	2009	2	family
313	9906067	Boiling Point	1993-04-16	10058318.0	1993	15	crime
314	31420015	Voices Within: The Lives of Truddi Chase	1990-05-20		1990	20	family
315	11161265	Games	1967-09-17		1967	37	crime
316	2649865	Man's Favorite Sport?	1964-01-29		1964	5	children
317	2236141	Son of Paleface	1952-07-14	3400000.0	1952	29	family
318	2080306	Drop Zone	1994-12-09	28735315.0	1994	49	crime
319	2002258	Halloween 4: The Return of Michael Myers	1988-10-21	17768757.0	1988	42	home
320	24214688	Martha & Ethel	1994-09-11		1994	36	children
321	25081936	Me & Isaac Newton	2000-11-10		2000	45	children
322	20520779	His Better Elf	1958-05-19		1958	21	death
323	23118238	Come Live with Me	1941-01-31		1941	5	family
324	30199617	Left in Darkness	2006-09-19		2006	38	children
325	1336564	Backlash	1956-04-11		1956	15	family
326	1481638	Saturn 3	1980-02-15	9000000.0	1980	7	crime
327	34573784	The Royal African Rifles	1953-09-27		1953	39	kill
328	21983784	Miss Annie Rooney	1942-05-29		1942	22	family
329	8359892	Bigfoot	1970-10-21		1970	43	kill
330	18065848	Whip It!	2009-09-13	16633035.0	2009	37	family
331	31176974	My Future Boyfriend	2011-04-10		2011	14	traveling
332	1598832	Sesame Street presents Follow That Bird	1985-08-02	13961370.0	1985	31	traveling
333	22364213	An American Opera	2007-01-22		2007	4	crime
334	5289480	Docks of New York	1945-02-24		1945	8	children
335	23664512	The Hive	2008-02-17		2008	7	crime
336	3158499	Juice	1992-01-17	20146880.0	1992	3	crime
337	26554437	Hall Pass	2011-02-24	83160734.0	2011	8	family
338	4600218	Gymkata	1985-05-03	5730596.0	1985	18	children
339	31404359	The Son of No One	2011-07-09	30680.0	2011	27	death
340	1853602	Troll	1986-01-17	5450815.0	1986	3	home
341	24159097	Our Time	1974-04-10		1974	15	party
342	7585416	Route 666	2001-10-30		2001	44	traveling
343	18545627	Tweety's Circus	1955-06-04		1955	22	traveling
344	19301429	Dog Days	1925-03-08		1925	10	children
345	628120	London After Midnight	1927-12-03		1927	48	crime
346	3520906	Motocrossed	2001-02-16		2001	7	children
347	1592736	Peluca	2003-01-20		2003	4	party
348	7238588	Unholy	2007-09-04		2007	36	family
349	12509757	Dragonfly	2002-02-18		2002	8	family
350	21008312	Galileo	1975-01-27		1975	5	party
351	6987479	School for Scoundrels	2006-09-29	23947685.0	2006	39	party
352	2292864	Jury Duty	1995-04-12	17014653.0	1995	15	home
353	8777711	Now I'll Tell One	1927-10-05		1927	40	family
354	74871	Laura	1944-10-11		1944	41	crime
355	685987	Major League	1989-04-07	49797148.0	1989	14	negative_emotion
356	4644031	Nick Fury: Agent of Shield	1998-05-26		1998	22	kill
357	8499528	She-Devil	1989-12-08	15351421.0	1989	49	family
358	14728039	Love's Unfolding Dream	2007-12-15		2007	50	family
359	1663320	Just My Luck	2006-05-09	38077373.0	2006	19	party
360	19152358	Silent Night, Bloody Night	1972-11-01		1972	44	crime
361	74868	The Last Picture Show	1971-10-03	29133000.0	1971	39	children
362	1853200	The Fat Spy	1966-05-11		1966	19	children
363	5718787	The Sons of Katie Elder	1965-07-01		1965	26	death
364	25411775	A Reasonable Man	1999-08-13	45000.0	1999	32	children
365	8056688	The Prize	1963-12-25		1963	52	party
366	4605171	Camp Nowhere	1994-08-26	10475705.0	1994	34	children
367	6332837	Forty Guns	1957-09-01		1957	35	death
368	10594693	Bobby Deerfield	1977-09-29		1977	39	death
369	3327607	Prelude to War	1943-05-27		1943	21	death
370	22486844	Life During Wartime	2009-10-10	744816.0	2009	41	family
371	8337507	Barricade	1939-12-08		1939	49	family
372	15706563	The Tiger's Trail	1919-04-20		1919	16	family
373	2339741	Ghosts Can't Do It	1990-06-01		1990	22	children
374	14291637	Fool's Gold	2008-02-07	111231041.0	2008	6	traveling
375	1295686	Santa's Slay	2005-12-20		2005	51	negative_emotion
376	45606	Zorba the Greek	1964-12-17		1964	51	party
377	2542946	When Trumpets Fade	1998-06-27		1998	26	kill
378	453830	...tick...tick...tick...	1970-01-09		1970	2	crime
379	275547	Selena	1997-03-21	35450113.0	1997	12	family
380	28465900	Lake Placid 3	2010-08-21		2010	33	kill
381	2430019	Tokyo Joe	1949-10-26		1949	43	death
382	15036863	Bodyguard	1948-09-02		1948	36	crime
383	28042876	Puss in Boots	2011-10-27	554709226.0	2011	43	crime
384	16226377	The Emperor's Candlesticks	1937-07-02		1937	26	crime
385	6114774	Pretty Poison	1968-10-23		1968	43	crime
386	31351	The Straight Story	1999-05-21	6203044.0	1999	20	family
387	6823327	Man Push Cart	2005-09-01		2005	35	death
388	16674680	(Wes Craven Presents) Carnival of Souls	1998-08-21		1998	34	crime
389	3673942	The Christmas Toy	1986-12-06		1986	49	children
390	9340076	Adrenalin: Fear the Rush	1996-11-29	37536.0	1996	48	crime
391	11262486	Puppy Tale	1954-01-23		1954	3	children
392	7725707	Deception	1946-10-18		1946	42	wedding
393	8700683	The X Files 2	2008-07-24	68369434.0	2008	30	children
394	1380482	Boat Trip	2003-03-21	15020293.0	2003	12	traveling
395	1456329	An American Tail: Fievel Goes West	1991-11-22	65435625.0	1991	47	traveling
396	23902011	Uncorked	2009-07-28		2009	31	family
397	1367110	Lovers and Other Strangers	1970-08-12		1970	33	family
398	163462	Harry and Tonto	1974-08-12		1974	33	family
399	12048544	The Tony Blair Witch Project	2000-07-30		2000	30	negative_emotion
400	11341340	Cruise Cat	1952-10-18		1952	42	traveling
401	12138493	The Doe Boy	2001-01-25		2001	4	children
402	12585204	Just Between Friends	1986-03-21	6408791.0	1986	12	family
403	5493659	Slugs	1988-02-05		1988	5	negative_emotion
404	20674415	Personal Effects	2009-02-06		2009	6	family
405	1488066	Lolita	1962-06-12	9250000.0	1962	24	family
406	18962686	It's Nice to Have a Mouse Around the House	1965-01-16		1965	2	home
407	14168925	Total Corruption	1993-11-01		1993	44	crime
408	15397835	Giants vs. Yanks	1923-05-13		1923	19	home
409	35718038	300: Battle of Artemisia	2013-08-01		2013	31	wedding
410	36353797	Meet Me at the Fair	1953-01-01	1300000.0	1953	1	crime
411	30575	Twelve Monkeys	1995-12-27	168839459.0	1995	52	traveling
412	35515514	Hit List	2012-03-23		2012	12	negative_emotion
413	17395300	Dust Be My Destiny	1939-09-16		1939	37	crime
414	4278437	Baby: Secret of the Lost Legend	1985-03-22	14972297.0	1985	12	family
415	685721	Teen Wolf Too	1987-11-20	7888703.0	1987	47	party
416	6691690	The Tooth Fairy	2006-08-06		2006	31	children
417	5105411	Forest Warrior	1996-11-05		1996	45	family
418	685720	The Last Tycoon	1976-11-15		1976	47	children
419	142443	Shine	1996-01-21	35892330.0	1996	3	family
420	26178713	Music for Millions	1944-12-18		1944	51	children
421	43307	K-19: The Widowmaker	2002-07-19	65716126.0	2002	29	crime
422	366111	Shallow Hal	2001-11-01	141069860.0	2001	44	children
423	1249019	Killer Klowns from Outer Space	1988-05-27		1988	21	kill
424	3619129	Evelyn	2002-12-13		2002	50	family
425	9459581	Trouble Along the Way	1953-04-04	2450000.0	1953	14	family
426	8997652	The Hunted	1995-02-24	6609661.0	1995	8	crime
427	7421446	Far From Home: The Adventures of Yellow Dog	1995-01-13	11642946.0	1995	2	family
428	25871790	Kaboom	2010-05-15	539957.0	2010	19	children
429	24964277	The Wild Party	1929-04-06		1929	14	party
430	445066	RoboCop	1987-07-17	53424681.0	1987	29	crime
431	4340789	The Dying Gaul	2005-11-04	345041.0	2005	44	death
432	4788925	Bee Season	2005-09-03	6856989.0	2005	35	family
433	26057620	5 Branded Women	1960-03-15		1960	11	children
434	14174980	The Sky Pilot	1921-04-17		1921	15	family
435	46505	Airplane!	1980-07-02	83453539.0	1980	27	traveling
436	20760084	Address Unknown	1944-04-24		1944	17	family
437	27223546	Hansel and Gretel: Witch Hunters	2012-03-01		2012	9	kill
438	20731623	Wild Combination: A Portrait of Arthur Russell	2008-09-26		2008	39	children
