Wikipedia movie ID,Result,Prediction
975900,Violent,1.0
6631279,Peaceful,-1.0
77856,Peaceful,-1.0
21926710,Peaceful,-1.0
156558,Violent,1.0
9548445,Peaceful,-1.0
25960460,Peaceful,-1.0
4951456,Violent,1.0
5708633,Peaceful,-1.0
12053509,Mild,0.0
1369204,Violent,1.0
12371532,Peaceful,-1.0
32104837,Peaceful,-1.0
2647998,Violent,1.0
7028314,Peaceful,-1.0
5664529,Mild,0.0
5894429,Mild,0.0
12788657,Mild,0.0
27556929,Violent,1.0
2154704,Mild,0.0
28301986,Mild,0.0
33059372,Violent,1.0
3740032,Violent,1.0
9380065,Violent,1.0
164387,Mild,0.0
7767613,Peaceful,-1.0
22985953,Mild,0.0
3550323,Violent,1.0
1765938,Mild,0.0
7460227,Peaceful,-1.0
18902861,Mild,0.0
1305819,Violent,1.0
6752142,Peaceful,-1.0
180917,Mild,0.0
6305925,Peaceful,-1.0
196176,Violent,1.0
33872851,Peaceful,-1.0
2509881,Mild,0.0
16304395,Violent,1.0
336846,Peaceful,-1.0
27463222,Mild,0.0
3249964,Violent,1.0
5696825,Mild,0.0
103021,Violent,1.0
1940449,Violent,1.0
30109815,Mild,0.0
27365295,Mild,0.0
6703617,Mild,0.0
362719,Mild,0.0
17379289,Violent,1.0
10705531,Mild,0.0
4459059,Mild,0.0
4069274,Mild,0.0
3681139,Mild,0.0
26205476,Peaceful,-1.0
5685826,Mild,0.0
5549065,Violent,1.0
14739568,Mild,0.0
37067980,Mild,0.0
171058,Peaceful,-1.0
2608958,Mild,0.0
26624119,Mild,0.0
2546429,Violent,1.0
25947106,Mild,0.0
31686022,Peaceful,-1.0
24416479,Mild,0.0
14881706,Mild,0.0
3883051,Violent,1.0
21236198,Mild,0.0
9105523,Mild,0.0
32400923,Peaceful,-1.0
17594419,Mild,0.0
207680,Violent,1.0
7489503,Peaceful,-1.0
1858682,Mild,0.0
7235116,Violent,1.0
5254729,Peaceful,-1.0
24291753,Peaceful,-1.0
14109452,Mild,0.0
12384049,Mild,0.0
6004372,Mild,0.0
4473622,Mild,0.0
3867110,Mild,0.0
11686007,Peaceful,-1.0
22557257,Mild,0.0
7731853,Mild,0.0
12091274,Mild,0.0
856733,Violent,1.0
8887199,Mild,0.0
76345,Violent,1.0
24021571,Peaceful,-1.0
1854612,Mild,0.0
11696799,Mild,0.0
4926447,Violent,1.0
1226289,Mild,0.0
20393685,Mild,0.0
3475071,Mild,0.0
2450188,Violent,1.0
44218,Mild,0.0
1135297,Violent,1.0
17024723,Peaceful,-1.0
9215946,Mild,0.0
7014201,Mild,0.0
7752732,Mild,0.0
21209475,Violent,1.0
3210963,Mild,0.0
9086301,Peaceful,-1.0
1307956,Mild,0.0
2216254,Mild,0.0
28530363,Peaceful,-1.0
29499560,Violent,1.0
2524925,Mild,0.0
1964091,Mild,0.0
7985961,Mild,0.0
6721185,Peaceful,-1.0
3917900,Violent,1.0
1028671,Peaceful,-1.0
1378672,Mild,0.0
1641416,Peaceful,-1.0
22358819,Violent,1.0
1748912,Violent,1.0
706803,Mild,0.0
1851703,Peaceful,-1.0
5363369,Mild,0.0
7266768,Peaceful,-1.0
444919,Mild,0.0
3670013,Peaceful,-1.0
2298689,Mild,0.0
24300269,Mild,0.0
6613755,Violent,1.0
28010827,Peaceful,-1.0
14710585,Violent,1.0
6973699,Mild,0.0
7281088,Violent,1.0
23028763,Peaceful,-1.0
12632216,Mild,0.0
33096336,Peaceful,-1.0
26068632,Violent,1.0
7521477,Peaceful,-1.0
24207129,Mild,0.0
22365569,Peaceful,-1.0
7280802,Violent,1.0
1533733,Violent,1.0
4572965,Violent,1.0
24051028,Mild,0.0
14734420,Peaceful,-1.0
17711304,Mild,0.0
25075517,Violent,1.0
34319106,Mild,0.0
20695060,Peaceful,-1.0
28388755,Peaceful,-1.0
5884079,Violent,1.0
1781048,Mild,0.0
399402,Mild,0.0
22224559,Peaceful,-1.0
1222278,Peaceful,-1.0
13726036,Mild,0.0
23346792,Peaceful,-1.0
7844547,Peaceful,-1.0
4836072,Mild,0.0
2121431,Violent,1.0
7323666,Mild,0.0
21426256,Mild,0.0
11361551,Violent,1.0
1132138,Peaceful,-1.0
736262,Mild,0.0
24048171,Peaceful,-1.0
5240350,Violent,1.0
20138604,Peaceful,-1.0
24292756,Violent,1.0
17839776,Mild,0.0
12095072,Peaceful,-1.0
24021186,Peaceful,-1.0
249406,Peaceful,-1.0
7153927,Violent,1.0
7544443,Mild,0.0
27383563,Violent,1.0
30975925,Mild,0.0
36406869,Violent,1.0
3389311,Mild,0.0
5565338,Mild,0.0
6244632,Mild,0.0
6183212,Peaceful,-1.0
10990102,Violent,1.0
11144406,Violent,1.0
1231856,Mild,0.0
36036213,Violent,1.0
934809,Mild,0.0
1612686,Violent,1.0
4600837,Violent,1.0
77639,Peaceful,-1.0
5080311,Violent,1.0
23939272,Mild,0.0
5137345,Violent,1.0
13508675,Violent,1.0
8948959,Violent,1.0
27695067,Violent,1.0
6057698,Peaceful,-1.0
8610844,Mild,0.0
2028217,Violent,1.0
1141059,Violent,1.0
14613957,Mild,0.0
5682615,Mild,0.0
16791614,Violent,1.0
4453753,Violent,1.0
9943176,Mild,0.0
3504034,Violent,1.0
1157158,Mild,0.0
24665535,Violent,1.0
23467297,Peaceful,-1.0
16647548,Mild,0.0
3028248,Peaceful,-1.0
3432108,Violent,1.0
1341543,Mild,0.0
4501185,Violent,1.0
2397783,Peaceful,-1.0
9594415,Mild,0.0
5877719,Mild,0.0
3059075,Peaceful,-1.0
142274,Mild,0.0
508985,Mild,0.0
26149260,Violent,1.0
1871167,Peaceful,-1.0
18487239,Mild,0.0
10088120,Peaceful,-1.0
1472852,Peaceful,-1.0
31032524,Peaceful,-1.0
19127891,Mild,0.0
6846215,Mild,0.0
35121944,Mild,0.0
418154,Mild,0.0
13194784,Violent,1.0
780889,Mild,0.0
31303771,Mild,0.0
780888,Mild,0.0
9555242,Peaceful,-1.0
12180811,Mild,0.0
8167343,Violent,1.0
11760680,Mild,0.0
28903478,Violent,1.0
2110246,Peaceful,-1.0
24708749,Violent,1.0
5566878,Peaceful,-1.0
6857245,Mild,0.0
3477618,Violent,1.0
11698816,Mild,0.0
4403780,Peaceful,-1.0
9057972,Mild,0.0
1480748,Mild,0.0
250012,Violent,1.0
2023704,Violent,1.0
1480747,Peaceful,-1.0
683122,Peaceful,-1.0
17736697,Mild,0.0
13210849,Mild,0.0
2332364,Mild,0.0
9457642,Mild,0.0
18950355,Mild,0.0
35784403,Mild,0.0
73395,Violent,1.0
25861920,Mild,0.0
29133141,Mild,0.0
37257312,Peaceful,-1.0
8411320,Peaceful,-1.0
31519851,Peaceful,-1.0
19389678,Peaceful,-1.0
12695008,Mild,0.0
8219325,Mild,0.0
62688,Violent,1.0
24739648,Mild,0.0
468356,Mild,0.0
570743,Mild,0.0
504242,Violent,1.0
129295,Violent,1.0
13289421,Mild,0.0
256337,Violent,1.0
11699443,Mild,0.0
933349,Mild,0.0
2894499,Mild,0.0
11625324,Mild,0.0
25008319,Violent,1.0
8987889,Peaceful,-1.0
1671520,Peaceful,-1.0
21604407,Mild,0.0
23283544,Peaceful,-1.0
24631652,Peaceful,-1.0
21132938,Violent,1.0
17058062,Mild,0.0
12169608,Violent,1.0
7955522,Peaceful,-1.0
28074095,Mild,0.0
20518783,Peaceful,-1.0
18170706,Violent,1.0
9088886,Violent,1.0
6581470,Mild,0.0
24815671,Peaceful,-1.0
3511253,Mild,0.0
1017172,Violent,1.0
10387789,Violent,1.0
5501445,Mild,0.0
7024876,Peaceful,-1.0
580994,Mild,0.0
183828,Violent,1.0
35993713,Violent,1.0
20700559,Peaceful,-1.0
5329751,Violent,1.0
7641358,Mild,0.0
27388121,Peaceful,-1.0
28958853,Mild,0.0
5283066,Violent,1.0
13201569,Mild,0.0
20532977,Peaceful,-1.0
20629940,Mild,0.0
9906067,Violent,1.0
31420015,Violent,1.0
11161265,Violent,1.0
2649865,Peaceful,-1.0
2236141,Mild,0.0
2080306,Violent,1.0
2002258,Violent,1.0
24214688,Peaceful,-1.0
25081936,Peaceful,-1.0
20520779,Peaceful,-1.0
23118238,Mild,0.0
30199617,Mild,0.0
1336564,Mild,0.0
1481638,Violent,1.0
34573784,Mild,0.0
21983784,Peaceful,-1.0
8359892,Mild,0.0
18065848,Peaceful,-1.0
31176974,Peaceful,-1.0
1598832,Peaceful,-1.0
22364213,Mild,0.0
5289480,Peaceful,-1.0
23664512,Mild,0.0
3158499,Violent,1.0
26554437,Mild,0.0
4600218,Mild,0.0
31404359,Violent,1.0
1853602,Mild,0.0
24159097,Mild,0.0
7585416,Violent,1.0
18545627,Mild,0.0
